,col,high,low
17Networks_RH_ContB_PFCld_1,17Networks_RH_ContB_PFCld_1,1.9052352992000454,0.25242181651545303
17Networks_RH_ContB_PFCld_2,17Networks_RH_ContB_PFCld_2,1.8530864750443,0.2630522623320555
17Networks_RH_ContB_PFClv_1,17Networks_RH_ContB_PFClv_1,1.6949572072131414,0.3827556565806338
17Networks_RH_ContB_PFClv_2,17Networks_RH_ContB_PFClv_2,1.9711932539145238,0.36754550606312764
17Networks_RH_ContB_PFCmp_1,17Networks_RH_ContB_PFCmp_1,2.029172524212939,0.25151596784526364
17Networks_RH_ContB_PFCld_3,17Networks_RH_ContB_PFCld_3,1.8308971793912865,0.49738959179871767
17Networks_RH_ContC_pCun_1,17Networks_RH_ContC_pCun_1,2.277593953192606,0.6483176440108971
17Networks_RH_ContC_pCun_2,17Networks_RH_ContC_pCun_2,2.2402280229041227,0.7028934819828678
17Networks_RH_ContC_Cingp_1,17Networks_RH_ContC_Cingp_1,2.0242586313990247,0.3285880221961359
17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_IPL_1,1.829216072470989,0.5908648984997411
17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_PFCd_1,2.0572918388411714,0.5635683839146166
17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_pCunPCC_1,2.2405021713346396,0.7899265958838546
17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultA_PFCm_1,1.8078153224281615,0.6516336343827009
17Networks_RH_DefaultA_PFCm_2,17Networks_RH_DefaultA_PFCm_2,1.5927945671646258,0.2651889865054682
17Networks_RH_DefaultA_PFCm_3,17Networks_RH_DefaultA_PFCm_3,1.7375488253192994,0.32729107218333087
17Networks_RH_DefaultB_Temp_1,17Networks_RH_DefaultB_Temp_1,1.830235282086081,0.5283431308539854
17Networks_RH_DefaultB_AntTemp_1,17Networks_RH_DefaultB_AntTemp_1,1.3258425118059907,0.36990979785481537
17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCd_1,1.5483454488888466,0.25620433936218967
17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultB_PFCv_1,1.736008071150457,0.4056159216809294
17Networks_RH_DefaultC_IPL_1,17Networks_RH_DefaultC_IPL_1,1.7282067670569825,0.28131532708364215
17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_Rsp_1,2.1773662321409066,0.5266510716684314
17Networks_RH_DefaultC_PHC_1,17Networks_RH_DefaultC_PHC_1,1.5585342228649075,0.6634181374501735
17Networks_RH_TempPar_1,17Networks_RH_TempPar_1,1.7108331806802681,0.5503718186331834
17Networks_RH_TempPar_2,17Networks_RH_TempPar_2,1.9338925630707282,0.694697962572036
17Networks_RH_TempPar_3,17Networks_RH_TempPar_3,1.8064468687321433,0.6382109588503306
17Networks_RH_TempPar_4,17Networks_RH_TempPar_4,1.675618104311089,0.6465326266931033
HIP-rh,HIP-rh,1.3973523159918648,0.5678297222761401
AMY-rh,AMY-rh,1.2820572883365322,0.5573816094331163
pTHA-rh,pTHA-rh,1.6045117237016429,0.7038982064427266
aTHA-rh,aTHA-rh,1.6763000592406847,0.4891046618458901
NAc-rh,NAc-rh,1.8578748404639338,0.6580347123194163
GP-rh,GP-rh,1.7390668178839022,0.6047125200609913
PUT-rh,PUT-rh,2.0233446031174225,0.8024878122716168
CAU-rh,CAU-rh,1.8807773391700295,0.12631188525522452
HIP-lh,HIP-lh,1.329331708094478,0.6279904613476581
AMY-lh,AMY-lh,1.2562235173464544,0.5443433572469476
pTHA-lh,pTHA-lh,1.6295576468665653,0.7494146078209218
aTHA-lh,aTHA-lh,1.6605103494672904,0.4402430664017609
NAc-lh,NAc-lh,1.807214773132456,0.5963141655476503
GP-lh,GP-lh,1.7121405493097417,0.6086834388426094
PUT-lh,PUT-lh,2.130195492218842,0.7111433151062734
CAU-lh,CAU-lh,1.7355365908236149,0.11597902124901371
