,col,high,low
17Networks_RH_SalVentAttnB_PFCmp_1,17Networks_RH_SalVentAttnB_PFCmp_1,1.9056535139999995,0.7001270187500006
17Networks_RH_LimbicB_OFC_1,17Networks_RH_LimbicB_OFC_1,1.8066633692499998,0.5243755635000003
17Networks_RH_LimbicB_OFC_2,17Networks_RH_LimbicB_OFC_2,1.7728980597500001,0.492772204
17Networks_RH_LimbicB_OFC_3,17Networks_RH_LimbicB_OFC_3,1.7838565432500004,0.7483184207499995
17Networks_RH_LimbicB_OFC_4,17Networks_RH_LimbicB_OFC_4,1.8160366352499995,0.043395054750000384
17Networks_RH_LimbicA_TempPole_1,17Networks_RH_LimbicA_TempPole_1,1.3564026020000004,0.3876997392499997
17Networks_RH_LimbicA_TempPole_2,17Networks_RH_LimbicA_TempPole_2,1.7084965165,0.37913630075000015
17Networks_RH_LimbicA_TempPole_3,17Networks_RH_LimbicA_TempPole_3,1.4118254424999996,0.5179592945000002
17Networks_RH_LimbicA_TempPole_4,17Networks_RH_LimbicA_TempPole_4,1.6849276740000003,0.6389844994999996
17Networks_RH_ContA_IPS_1,17Networks_RH_ContA_IPS_1,1.8619678537500004,0.4555998312499998
17Networks_RH_ContA_IPS_2,17Networks_RH_ContA_IPS_2,1.7368176929999994,0.40593424925000043
17Networks_RH_ContA_PFCd_1,17Networks_RH_ContA_PFCd_1,2.073204110999999,0.5390429352500008
17Networks_RH_ContA_PFCl_1,17Networks_RH_ContA_PFCl_1,1.96058466075,0.6400457452500001
17Networks_RH_ContA_PFCl_2,17Networks_RH_ContA_PFCl_2,2.1429366210000005,0.5361421274999993
17Networks_RH_ContA_Cingm_1,17Networks_RH_ContA_Cingm_1,1.72451063675,0.15600309125000011
17Networks_RH_ContB_Temp_1,17Networks_RH_ContB_Temp_1,1.7530002115000007,0.36150892674999957
17Networks_RH_ContB_Temp_2,17Networks_RH_ContB_Temp_2,1.8395071289999994,0.2604561520000006
17Networks_RH_ContB_IPL_1,17Networks_RH_ContB_IPL_1,1.5611970767499999,0.0747401887500001
17Networks_RH_ContB_IPL_2,17Networks_RH_ContB_IPL_2,1.7605238914999999,0.27860860175
17Networks_RH_ContB_PFCld_1,17Networks_RH_ContB_PFCld_1,2.000473764,0.2958779777499998
17Networks_RH_ContB_PFCld_2,17Networks_RH_ContB_PFCld_2,1.9592270482500003,0.27667508799999974
17Networks_RH_ContB_PFClv_1,17Networks_RH_ContB_PFClv_1,1.9368489697500009,0.3306868282499993
17Networks_RH_ContB_PFClv_2,17Networks_RH_ContB_PFClv_2,2.1280078347500004,0.3882420272499998
17Networks_RH_ContB_PFCmp_1,17Networks_RH_ContB_PFCmp_1,2.180096408,0.2508503515
17Networks_RH_ContB_PFCld_3,17Networks_RH_ContB_PFCld_3,1.9750648399999995,0.4920853682500006
17Networks_RH_ContC_pCun_1,17Networks_RH_ContC_pCun_1,2.3736560749999986,0.6445481192500013
